node,SCT
minecraft:dragon_egg,3750.000
sophisticatedbackpacks:inception_upgrade,536.500
crystal_chronicles:rogue_leggings,10588.060
protection_pixel:pneumaticgrenadelauncharm,278.810
create:sticky_mechanical_piston,53.880
somemoreblocks:stone_tile_stairs,16.000
somemoreblocks:light_blue_shingles_stairs,8.000
somemoreblocks:end_stone_pillar,16.000
somemoreblocks:purple_concrete_bricks,16.020
somemoreblocks:snow_tiles,1.000
somemoreblocks:light_gray_stained_tiled_glass_pane,6.000
hazennstuff:terraprisma,18303.300
somemoreblocks:iron_pillar,144.000
somemoreblocks:prismarine_tile_stairs,8.320
hazennstuff:legionnaire_commander_chestplate,1326.420
somemoreblocks:andesite_pillar,16.000
better_weaponry:stone_battleaxe,80.840
hazennstuff:mothic_witch_chestplate,20998.790
create:mechanical_pump,4.230
create:waxed_weathered_copper_shingles,70.430
born_in_chaos_v1:bagof_candy,3200.000
somemoreblocks:mossy_deepslate_brick_wall,16.250
somemoreblocks:andesite_tiles,16.000
supplementaries:way_sign_spruce,0.420
chimes:copper_chimes,16.280
minecraft:birch_fence,0.830
better_weaponry:copper_shuriken,3.440
hazennstuff:wisewood_door,1.070
somemoreblocks:dark_oak_mosaic_stairs,1.260
protection_pixel:nightdemon_helmet,193.590
minecraft:red_nether_brick_slab,5.100
somemoreblocks:mossy_red_sandstone_brick_slab,32.120
better_weaponry:stone_shuriken,64.000
born_in_chaos_v1:elixirof_insect_protection,650.000
better_weaponry:amethyst_axe,17.970
better_weaponry:iron_cutlass,33.680
minecraft:chiseled_tuff,16.000
minecraft:creaking_heart,550.000
betterarcheology:archeology_table,969.600
createoreexcavation:raw_redstone,75.000
supplementaries:way_sign_dark_oak,0.420
minecraft:mangrove_button,0.830
minecraft:spruce_fence_gate,0.830
create:basin,82.800
hazennstuff:bounty_hunter_chestplate,5447.470
minecraft:leather_chestplate,64.000
sophisticatedstorage:warped_storage_connector,1.360
born_in_chaos_v1:nightmare_mantleofthe_night_helmet,1525.000
minecraft:beehive,214.980
minecraft:bamboo_mosaic,1.500
minecraft:scaffolding,3.000
hazennstuff:blazeborne_chestplate,16944.840
sophisticatedstorage:basic_to_diamond_tier_upgrade,771.160
somemoreblocks:gray_terracotta_tiles,16.000
better_weaponry:iron_battleaxe,80.840
minecraft:acacia_button,0.830
minecraft:amethyst_cluster,40.000
somemoreblocks:magenta_shingles_stairs,8.000
waterframes:big_tv,379.260
somemoreblocks:magenta_terracotta_tiles,16.000
irons_spellbooks:scroll_forge,16.000
irons_spellbooks:wizard_leggings,1060.640
somemoreblocks:polished_dripstone,4.000
somemoreblocks:sandstone_pillar,64.000
sophisticatedbackpacks:copper_backpack,123.520
somemoreblocks:granite_tiles,16.000
somemoreblocks:gray_shingles_stairs,8.000
hazennstuff:lemon_god_chestplate,3729.110
minecraft:polished_tuff_slab,8.000
minecraft:mossy_stone_brick_slab,8.120
minecraft:andesite_slab,8.000
minecraft:bamboo_chest_raft,14.140
protection_pixel:armorplatekit,1089.820
minecraft:bamboo_planks,1.500
born_in_chaos_v1:evilometer,1611.250
somemoreblocks:smooth_calcite,16.000
born_in_chaos_v1:scarlet_stained_glass,15.330
somemoreblocks:cracked_red_sandstone_tiles,64.000
irons_spellbooks:brazier_soul,2.080
somemoreblocks:polished_mud,30.300
minecraft:cobblestone_stairs,16.000
hazennstuff:ring_of_efficiency,673.340
irons_spellbooks:blood_upgrade_orb,18342.760
hazennstuff:scroll_sheath,12124.210
better_weaponry:netherite_sai,764.240
supplementaries:fire_pit,14.350
create:encased_fan,104.380
somemoreblocks:tuff_tile_stairs,16.000
minecraft:polished_basalt,16.000
supplementaries:doormat,30.000
hazennstuff:skyscorcher,9135.280
somemoreblocks:stone_pillar,16.000
somemoreblocks:waxed_oxidized_copper_pillar,77.740
minecraft:polished_andesite_slab,8.000
somemoreblocks:cracked_cut_coal,18.000
better_weaponry:emerald_broadsword,300.420
somemoreblocks:diorite_tile_wall,16.000
minecraft:warped_hanging_sign,7.040
hazennstuff:sacred_robes_boots,2108.060
minecraft:cracked_deepslate_bricks,16.000
somemoreblocks:cracked_quartz_bricks,16.000
hazennstuff:spectral_spelunker_helmet,9611.780
supplementaries:pulley_block,21.820
better_weaponry:amethyst_sai,12.680
create:water_wheel,9.400
create:waxed_copper_tile_slab,70.220
irons_spellbooks:affinity_ring,64.670
born_in_chaos_v1:scorched_planks_fence_gate,4.450
travelerscompass:travelerscompass,320.100
minecraft:jungle_fence_gate,0.830
hazennstuff:synthesizer_v_boots,57.670
somemoreblocks:polished_snow,0.500
hazennstuff:lemon_god_helmet,3489.110
somemoreblocks:cyan_concrete_bricks,16.020
minecraft:repeater,49.140
hazennstuff:infestation_leggings,26457.870
crystal_chronicles:evoker_helmet,9859.260
minecraft:waxed_oxidized_copper_bulb,65.830
create:pulp,625.800
better_weaponry:amethyst_scythe,23.680
born_in_chaos_v1:monster_flesh,25.000
create:rotation_speed_controller,63.850
minecraft:torchflower,5.000
hazennstuff:silver_scraps,30.000
hazennstuff:thunder_prowler_helmet,16370.280
minecraft:mushroom_stew,1.120
somemoreblocks:ice_brick_wall,9.000
irons_spellbooks:magic_cloth,151.520
minecraft:warped_planks,0.830
hazennstuff:herta_puppet_helmet,9434.780
hazennstuff:mithril_battlemage_chestplate,6172.390
somemoreblocks:tuff_tile_wall,16.000
somemoreblocks:mud_tile_wall,30.300
irons_spellbooks:wizard_boots,606.080
somemoreblocks:pink_stained_tiled_glass,16.000
better_weaponry:golden_sai,16.200
somemoreblocks:ochre_redstone_froglight,45.400
minecraft:jungle_door,0.830
minecraft:prismarine_brick_slab,4.160
minecraft:nether_bricks,0.400
somemoreblocks:jungle_mosaic_stairs,1.260
minecraft:crimson_fence,0.830
protection_pixel:pioneeras_chestplate,3995.830
create:railway_casing,327.910
somemoreblocks:sandstone_tile_wall,64.000
born_in_chaos_v1:dark_charge,11.250
protection_pixel:typhoon_chestplate,355.340
hazennstuff:frostbite_hunter_helmet,15586.340
irons_spellbooks:fireward_ring,26.390
minecraft:crimson_stairs,0.830
create:pulse_repeater,51.550
somemoreblocks:cyan_shingles,8.000
born_in_chaos_v1:soulbane,700.000
hazennstuff:dreadsteel_knight_boots,11501.190
create:waxed_weathered_copper_tile_stairs,70.430
minecraft:oak_pressure_plate,0.830
minecraft:stone_brick_stairs,16.000
create:clutch,23.920
minecraft:chainmail_boots,15.000
somemoreblocks:stone_tile_wall,16.000
somemoreblocks:crimson_mosaic_stairs,1.260
minecraft:crimson_button,0.830
somemoreblocks:shingles_stairs,12.000
minecraft:jungle_planks,0.830
somemoreblocks:light_blue_checkered_tiles,16.010
hazennstuff:ice_pike,11080.180
somemoreblocks:diorite_pillar,16.000
minecraft:clock,29.980
somemoreblocks:soul_sandstone_pillar,1.200
minecraft:waxed_weathered_copper_trapdoor,72.580
born_in_chaos_v1:carrot_sword,1217.200
minecraft:blue_ice,81.000
minecraft:red_nether_bricks,10.200
minecraft:diamond_leggings,560.000
sophisticatedstorage:cherry_storage_connector,1.360
minecraft:crying_obsidian,15.000
somemoreblocks:light_gray_checkered_tiles,16.010
somemoreblocks:gray_concrete_bricks,16.020
minecraft:warped_slab,0.420
minecraft:mangrove_stairs,0.830
supplementaries:gravel_bricks,16.000
somemoreblocks:cracked_prismarine_tiles,8.320
minecraft:prismarine,8.320
somemoreblocks:mossy_prismarine_brick_stairs,8.420
protection_pixel:evasionwing,302.400
minecraft:bamboo_raft,7.500
somemoreblocks:red_shingles,8.000
irons_spellbooks:emerald_stoneplate_ring,46.850
crystal_chronicles:tank_chestplate,12761.030
somemoreblocks:light_blue_shingles,8.000
minecraft:moss_carpet,0.200
born_in_chaos_v1:fangofthe_hound_leader,70.000
minecraft:mossy_cobblestone_slab,8.120
somemoreblocks:calcite_tile_slab,8.000
born_in_chaos_v1:scorched_planks_slab,1.800
sophisticatedstorage:basic_to_iron_tier_upgrade,71.400
create:waxed_weathered_copper_shingle_slab,70.220
somemoreblocks:lime_shingles,8.000
minecraft:cake,7530.020
create:encased_chain_drive,22.740
minecraft:dark_oak_sign,0.830
minecraft:granite_slab,8.000
better_weaponry:diamond_cutlass,161.680
minecraft:mud_brick_stairs,30.300
born_in_chaos_v1:stimulating_decoction,650.000
supplementaries:cog_block,1.300
minecraft:oak_hanging_sign,7.040
somemoreblocks:black_stained_tiled_glass,16.000
somemoreblocks:cyan_shingles_stairs,8.000
minecraft:leather_leggings,56.000
born_in_chaos_v1:smoked_monster_flesh,25.000
somemoreblocks:soul_sandstone_slab,0.600
minecraft:pale_oak_sign,0.830
minecraft:cherry_pressure_plate,0.830
minecraft:polished_blackstone_button,16.000
exposure:high_sensitivity_color_film,90.130
irons_spellbooks:spellbreaker,680.000
strawstatues:straw_statue,272.520
create:andesite_casing,21.060
minecraft:book,4.500
create:mechanical_plough,118.740
sophisticatedstorage:copper_to_gold_tier_upgrade,124.280
minecraft:wooden_shovel,1.670
minecraft:chorus_fruit,15.000
somemoreblocks:mossy_deepslate_bricks,16.250
createoreexcavation:vein_atlas,46.350
better_weaponry:golden_chakram,30.300
better_weaponry:emerald_hammer,300.420
sophisticatedbackpacks:advanced_deposit_upgrade,353.170
irons_spellbooks:decrepit_key,240.000
minecraft:bamboo_trapdoor,1.500
hazennstuff:the_prefects_ring,1300.000
minecraft:chainmail_chestplate,15.000
somemoreblocks:prismarine_tiles,8.320
create_hypertube:hypertube_entrance,39.420
supplementaries:blackstone_tile_slab,8.000
born_in_chaos_v1:chaos_component,800.000
minecraft:warped_fungus_on_a_stick,31.510
somemoreblocks:soul_sandstone_tile_slab,0.600
create:sweet_roll,1905.000
sophisticatedbackpacks:smithing_upgrade,210.460
crystal_chronicles:divinite_shard,618.890
minecraft:spruce_hanging_sign,7.040
somemoreblocks:snow_fern,0.500
minecraft:cracked_polished_blackstone_bricks,16.000
somemoreblocks:sandstone_tiles,64.000
hazennstuff:nights_edge,27759.270
born_in_chaos_v1:permafrost_shard,60.000
somemoreblocks:chiseled_red_nether_bricks,10.200
born_in_chaos_v1:dark_rod,45.000
better_weaponry:stone_hammer,96.420
irons_spellbooks:ice_spider_egg,11025.000
somemoreblocks:sandstone_brick_wall,64.000
crystal_chronicles:hemalite_block,50.000
born_in_chaos_v1:black_argillite_brick_wall,13.000
sophisticatedbackpacks:anvil_upgrade,1247.140
somemoreblocks:yellow_terracotta_tiles,16.000
hazennstuff:demonite_ingot,280.000
born_in_chaos_v1:elixirof_ice_barrier,650.000
create:brass_hand,28.280
suppsquared:item_shelf_bamboo,1.120
somemoreblocks:tuff_tiles,16.000
somemoreblocks:black_terracotta_bricks,16.000
better_weaponry:wooden_sickle,2.080
minecraft:deepslate_tile_stairs,16.000
minecraft:waxed_weathered_cut_copper_slab,9.720
minecraft:axolotl_bucket,80.000
minecraft:netherite_helmet,1002.980
irons_spellbooks:expulsion_ring,30.420
create:propeller,80.560
minecraft:pale_oak_stairs,0.830
minecraft:end_stone_brick_wall,16.000
somemoreblocks:cracked_sandstone_tiles,64.000
minecraft:polished_diorite_slab,8.000
exposure:interplanar_projector,40.000
somemoreblocks:mud_pillar,30.300
irons_spellbooks:netherite_mage_helmet,835.480
supplementaries:antique_ink,70.000
crystal_chronicles:cracked_crustone_bricks_slab,8.000
hazennstuff:maverick_boots,19593.220
hazennstuff:frostbite_birch_pressure_plate,0.830
hazennstuff:gabriel_ultrakill_helmet,24272.950
crystal_chronicles:neuron_torch,10.250
minecraft:oak_sign,0.830
born_in_chaos_v1:spiny_shell_trap,70.000
somemoreblocks:purpur_tile_wall,15.000
somemoreblocks:mossy_sandstone_brick_stairs,64.250
minecraft:birch_pressure_plate,0.830
sophisticatedstorage:gold_barrel,136.980
somemoreblocks:polished_end_stone,16.000
hazennstuff:soul_legionnaire_ruler_boots,1020.670
create:spruce_window,9.250
hazennstuff:the_wither_helmet,17507.780
genshinstrument:nightwind_horn,41.600
hazennstuff:spectral_pickaxe,5834.650
crystal_chronicles:electromancer_helmet,9925.020
create:electron_tube,20.800
irons_spellbooks:wandering_magician_boots,43.440
hazennstuff:legionnaire_commander_leggings,1246.420
create:large_water_wheel,16.040
create:waxed_exposed_copper_tile_slab,70.220
hazennstuff:abberant_predator_boots,30161.380
minecraft:bowl,0.620
minecraft:orange_dye,0.170
minecraft:light_gray_dye,0.250
hazennstuff:dark_ritual_templar_chestplate,1462.700
minecraft:birch_planks,0.830
somemoreblocks:smooth_andesite,16.000
protection_pixel:hookitem,37.340
minecraft:spectral_arrow,4.130
hazennstuff:zenalite_bricks,17.380
protection_pixel:armorloadplatform,99.880
supplementaries:way_sign_oak,0.420
minecraft:netherite_leggings,1162.980
irons_spellbooks:necronomicon_spell_book,2600.000
better_weaponry:copper_battleaxe,5.140
create:rope_pulley,97.060
hazennstuff:the_wither_chestplate,18487.340
naturescompass:naturescompass,84.900
sophisticatedbackpacks:xp_pump_upgrade,1145.800
somemoreblocks:prismarine_tile_slab,4.160
somemoreblocks:granite_brick_stairs,16.000
create:brass_casing,7.430
minecraft:netherite_shovel,683.820
irons_spellbooks:wizard_helmet,757.600
sophisticatedbackpacks:tank_upgrade,264.500
sophisticatedstorage:basic_to_copper_tier_upgrade,7.400
create:redstone_link,13.160
create:andesite_tunnel,16.660
minecraft:smooth_red_sandstone_stairs,64.000
hazennstuff:flesh_mass_leggings,16890.820
minecraft:stone_pickaxe,48.840
somemoreblocks:warped_mosaic_stairs,1.260
hazennstuff:project_sekai_leggings,57.680
minecraft:dispenser,158.360
minecraft:daylight_detector,61.260
minecraft:waxed_oxidized_copper_trapdoor,72.580
sophisticatedstorage:diamond_shulker_box,847.800
born_in_chaos_v1:scorched_planks_trapdoor,10.830
born_in_chaos_v1:sweet_sword,9.700
minecraft:mangrove_roots,0.250
irons_spellbooks:raw_mithril,900.000
sophisticatedstorage:copper_shulker_box,84.040
fdbosses:eye_of_malkuth,717.920
somemoreblocks:emerald_pillar,450.000
minecraft:jack_o_lantern,6.600
minecraft:tripwire_hook,8.620
somemoreblocks:ice_bricks,9.000
minecraft:hopper,86.640
somemoreblocks:snow_pillar,1.000
hazennstuff:crystal_arachnid_helmet,25441.330
minecraft:tuff_wall,16.000
somemoreblocks:andesite_brick_wall,16.000
hazennstuff:gabriel_ultrakill_boots,23858.930
create:brass_scaffolding,1.460
hazennstuff:starkissed_zenalite,262.500
sophisticatedstorage:barrel,6.340
minecraft:cooked_cod,27.500
somemoreblocks:acacia_mosaic_stairs,1.260
somemoreblocks:smooth_blackstone_slab,8.000
crystal_chronicles:cracked_crustone_bricks_stairs,16.000
irons_spellbooks:concentration_amulet,150.000
irons_spellbooks:paladin_chestplate,7227.180
better_weaponry:copper_hoe,2.560
minecraft:cartography_table,3.820
minecraft:polished_diorite,16.000
somemoreblocks:blue_concrete_bricks,16.020
somemoreblocks:mossy_calcite_brick_stairs,16.250
hazennstuff:melee_rune,4510.830
better_weaponry:iron_claymore,64.420
create:item_drain,11.360
supplementaries:lumisene_bucket,88.000
create:wrench,26.420
createoreexcavation:netherite_drill,2090.980
somemoreblocks:cracked_mud_bricks,30.300
create:rose_quartz,4.800
crystal_chronicles:tank_helmet,12306.470
minecraft:snowball,0.250
hazennstuff:legionnaire_ruler_chestplate,1465.700
minecraft:bell,80.000
somemoreblocks:dripstone_bricks,4.000
better_weaponry:stone_scythe,64.840
minecraft:turtle_helmet,325.000
better_weaponry:diamond_sai,161.260
hazennstuff:maverick_helmet,20007.240
hazennstuff:thunder_prowler_leggings,16410.820
somemoreblocks:packed_snow_stairs,1.500
create:crushed_raw_gold,16.000
minecraft:heavy_weighted_pressure_plate,32.000
minecraft:stone_shovel,16.840
exposure:photograph_frame,12.110
somemoreblocks:cracked_cut_diamond,720.000
crystal_chronicles:bronchus_button,1.250
minecraft:waxed_oxidized_cut_copper_slab,9.720
supplementaries:cannon_boat_pale_oak,177.290
create:brass_door,8.260
minecraft:chainmail_leggings,15.000
minecraft:polished_blackstone_stairs,16.000
somemoreblocks:redstone_shroomlight,5.400
better_weaponry:emerald_hoe,100.840
exposure:aged_photograph,16.400
create:blaze_cake_base,0.110
minecraft:deepslate_brick_stairs,16.000
minecraft:dropper,112.100
paraglider:horned_statue,800.000
minecraft:wind_charge,13.750
somemoreblocks:mossy_dripstone_brick_wall,4.250
create:andesite_funnel,8.330
somemoreblocks:polished_prismarine_stairs,8.320
somemoreblocks:oak_mosaic_slab,0.420
born_in_chaos_v1:smoked_flesh,2.500
minecraft:polished_deepslate,16.000
minecraft:waxed_copper_grate,19.430
create:steam_whistle,8.330
numismatics:banking_guide,384.730
minecraft:polished_tuff,16.000
minecraft:polished_tuff_stairs,16.000
supplementaries:fine_wood_slab,6.250
born_in_chaos_v1:fire_dust,50.000
hazennstuff:how_did_you_find_the_hazel_chestplate,18516.030
better_weaponry:wooden_sai,2.920
minecraft:netherite_pickaxe,843.820
somemoreblocks:black_shingles_stairs,8.000
somemoreblocks:lime_checkered_tiles,16.010
sophisticatedstorage:bamboo_storage_connector,2.020
create:copper_diving_boots,36.560
crystal_chronicles:spear,1840.470
minecraft:shield,20.980
supplementaries:cannon_boat_spruce,177.290
hazennstuff:divine_greatsword,1053.720
minecraft:blackstone_slab,8.000
hazennstuff:chlorophyte_ingot,800.000
better_weaponry:stone_claymore,64.420
somemoreblocks:cyan_stained_tiled_glass_pane,6.000
create:spruce_window_pane,3.470
rarcompat:mimi_dust,900.400
protection_pixel:linkplate_helmet,195.360
somemoreblocks:blue_terracotta_bricks,16.000
minecraft:quartz_bricks,16.000
minecraft:red_sandstone_wall,64.000
numismatics:crown,512.000
patchouli:guide_book,15.940
somemoreblocks:red_concrete_tiles,16.020
betterarcheology:rotten_pressure_plate,0.830
hazennstuff:pyrium_battlemage_helmet,900.010
somemoreblocks:granite_tile_wall,16.000
somemoreblocks:dripstone_brick_wall,4.000
somemoreblocks:lime_terracotta_bricks,16.000
born_in_chaos_v1:empty_fel_lamp,210.000
minecraft:acacia_stairs,0.830
somemoreblocks:ice_tile_slab,4.500
hazennstuff:frostbite_hunter_boots,15172.320
sophisticatedstorage:copper_chest,14.040
minecraft:birch_door,0.830
somemoreblocks:cracked_lapis_bricks,18.720
createoreexcavation:drilling_machine,1366.150
hazennstuff:ender_dragon_boots,15551.260
hazennstuff:wisewood_fence,1.070
irons_spellbooks:rotten_spell_book,1255.300
somemoreblocks:polished_stone_stairs,16.000
somemoreblocks:prismarine_pillar,8.320
minecraft:sniffer_egg,230.000
somemoreblocks:light_blue_concrete_tiles,16.020
crystal_chronicles:polished_crustone,16.000
hazennstuff:slc_cat_helmet,20018.430
minecraft:wooden_sword,2.080
minecraft:birch_fence_gate,0.830
irons_spellbooks:fire_rune,4310.830
minecraft:smooth_quartz_slab,8.000
somemoreblocks:smooth_tuff_slab,8.000
create:waxed_exposed_copper_tile_stairs,70.430
somemoreblocks:smooth_mud_slab,15.150
hazennstuff:solar_core,60.000
born_in_chaos_v1:dark_metal_armor_boots,22397.980
better_weaponry:diamond_claymore,320.420
born_in_chaos_v1:black_argillite_column,13.000
minecraft:mud_brick_wall,30.300
irons_spellbooks:infernal_sorcerer_chestplate,7272.240
somemoreblocks:polished_basalt_pillar,0.500
sophisticatedstorage:oak_storage_connector,1.360
better_weaponry:stone_sai,33.260
supplementaries:fine_wood,12.500
born_in_chaos_v1:scorched_planks_pressure_plates,3.610
somemoreblocks:polished_basalt_tile_slab,0.250
irons_spellbooks:bloody_vellum,132.500
minecraft:cookie,7.530
better_weaponry:golden_scythe,30.720
better_weaponry:golden_hammer,45.240
minecraft:lightning_rod,2.580
protection_pixel:lancer_helmet,158.240
somemoreblocks:green_terracotta_tiles,16.000
minecraft:shears,32.000
minecraft:name_tag,19.750
minecraft:honeycomb_block,280.000
somemoreblocks:mossy_andesite_brick_slab,8.120
minecraft:sculk_vein,0.500
somemoreblocks:calcite_brick_stairs,16.000
create:schematic_table,33.260
sophisticatedstorage:basic_tier_upgrade,2.200
somemoreblocks:white_checkered_tiles,16.010
minecraft:warped_fungus,0.250
irons_spellbooks:betrayer_signet,11807.880
paraglider:stamina_vessel,930.000
hazennstuff:soul_legionnaire_ruler_chestplate,1340.670
minecraft:rabbit_stew,35.870
sophisticatedstorage:gold_to_diamond_tier_upgrade,640.520
somemoreblocks:brown_terracotta_tiles,16.000
somemoreblocks:mossy_end_stone_brick_stairs,16.250
minecraft:pale_oak_chest_boat,10.790
betterarcheology:rotten_fence_gate,0.830
create:brass_funnel,11.920
create:pulse_extender,52.070
fdbosses:polished_justicestone_stairs,0.380
createoreexcavation:extractor,1356.180
somemoreblocks:sandstone_brick_stairs,64.000
somemoreblocks:waxed_copper_pillar,77.740
hazennstuff:pyrium_boots,987.510
better_weaponry:iron_sai,33.260
supplementaries:rope_arrow,80.000
minecraft:oak_fence_gate,0.830
supplementaries:turn_table,67.450
minecraft:ice,9.000
somemoreblocks:diorite_tiles,16.000
sophisticatedstorage:copper_to_netherite_tier_upgrade,842.160
minecraft:enchanted_golden_apple,4250.000
protection_pixel:plague_helmet,299.190
sophisticatedstorage:birch_storage_connector,1.360
minecraft:salmon_bucket,100.000
better_weaponry:wooden_claymore,3.740
born_in_chaos_v1:creepy_gift,1900.000
supplementaries:way_sign_jungle,0.420
born_in_chaos_v1:dark_grid,900.000
hazennstuff:pyrium_helmet,1067.510
minecraft:mangrove_trapdoor,0.830
minecraft:diamond_boots,320.000
minecraft:crimson_hanging_sign,7.040
somemoreblocks:blue_shingles,8.000
hazennstuff:hammer_of_justice,6489.990
create:fluid_pipe,0.640
randomium:randomium,-1.000
minecraft:mangrove_hanging_sign,7.040
somemoreblocks:amethyst_pillar,22.840
minecraft:red_nether_brick_stairs,10.200
irons_spellbooks:pumpkin_helmet,500.560
supplementaries:cannon_boat_oak,177.290
minecraft:brewing_stand,78.000
protection_pixel:leggingslining,213.980
somemoreblocks:tuff_pillar,16.000
protection_pixel:closed_helmet,182.790
somemoreblocks:purple_terracotta_bricks,16.000
create:hose_pulley,7.120
crystal_chronicles:chiseled_crustone_slab,8.000
minecraft:polished_blackstone_brick_wall,16.000
betterarcheology:rotten_stairs,0.830
minecraft:nautilus_shell,120.000
somemoreblocks:calcite_pillar,16.000
create:waxed_oxidized_copper_tile_stairs,70.430
irons_spellbooks:wandering_magician_helmet,51.440
hazennstuff:frostbite_birch_fence_gate,0.830
somemoreblocks:blue_shingles_stairs,8.000
minecraft:apple,10.000
minecraft:powder_snow_bucket,100.000
minecraft:piglin_banner_pattern,270.000
minecraft:diorite_slab,8.000
supplementaries:ash_bricks_slab,2.000
protection_pixel:hunter_helmet,164.730
better_weaponry:amethyst_armor_chestplate,45.680
somemoreblocks:green_terracotta_bricks,16.000
somemoreblocks:chiseled_granite_bricks,16.000
sophisticatedstorage:iron_to_gold_tier_upgrade,60.280
create:andesite_scaffolding,8.280
hazennstuff:legionnaire_ruler_helmet,1225.700
sophisticatedbackpacks:restock_upgrade,288.050
minecraft:cooked_mutton,20.000
minecraft:bookshelf,18.480
somemoreblocks:waxed_oxidized_cracked_copper_bricks,71.940
sophisticatedstorage:basic_to_netherite_tier_upgrade,849.040
somemoreblocks:mossy_granite_bricks,16.250
somemoreblocks:mossy_andesite_bricks,16.250
born_in_chaos_v1:smoked_fish,27.500
supplementaries:flower_box,1.200
protection_pixel:magneticstormas_chestplate,3897.650
born_in_chaos_v1:chipped_black_argillite_brick,13.000
minecraft:resin_brick,60.000
somemoreblocks:snow_brick_wall,1.000
crystal_chronicles:bronchus_stairs,1.880
minecraft:spruce_slab,0.420
born_in_chaos_v1:lord_pumpkinheads_hat_helmet,1800.000
minecraft:oak_boat,4.150
create:waxed_oxidized_copper_tile_slab,70.220
arcane_abilities:skills_grimoire,42.710
hazennstuff:shadow_rune,4670.830
create:copper_backtank,46.200
minecraft:pumpkin_pie,4.260
hazennstuff:spectral_spelunker_chestplate,10109.340
hazennstuff:starfury,2300.000
minecraft:jungle_fence,0.830
minecraft:chorus_flower,30.000
create:waxed_oxidized_copper_tiles,70.430
somemoreblocks:mossy_brick_slab,8.120
create:copper_diving_helmet,20.300
hazennstuff:singularity,112790.720
irons_spellbooks:wandering_magician_chestplate,75.440
create:golden_sheet,7.470
minecraft:polished_granite,16.000
hazennstuff:fireblossom_boots,2355.580
born_in_chaos_v1:pumpkinstaffa,325.000
better_weaponry:iron_broadsword,96.420
minecraft:soul_campfire,16.560
minecraft:prismarine_shard,2.080
hazennstuff:creaking_leggings,16260.820
born_in_chaos_v1:spooky_snowman_head,61.420
hazennstuff:ravens_bane,724.530
somemoreblocks:black_concrete_bricks,16.020
hazennstuff:frostburn_dagger,8606.710
minecraft:cherry_hanging_sign,7.040
hazennstuff:archery_rune,4223.870
minecraft:pale_oak_button,0.830
irons_spellbooks:amethyst_resonance_charm,5.710
better_weaponry:wooden_glaive,2.500
hazennstuff:spectral_spelunker_boots,9391.260
somemoreblocks:polished_blackstone_tile_slab,8.000
somemoreblocks:bone_bricks,22.500
supplementaries:slice_map,5.540
hazennstuff:legionnaire_commander_boots,1006.420
create:windmill_bearing,19.180
better_weaponry:diamond_broadsword,480.420
somemoreblocks:mossy_purpur_block_slab,7.620
minecraft:crimson_fence_gate,0.830
born_in_chaos_v1:sea_terror_stomach,180.000
crystal_chronicles:evoker_boots,9707.740
minecraft:bamboo_hanging_sign,6.540
supplementaries:cannon,173.140
born_in_chaos_v1:sharpened_dark_metal_sword,7652.500
irons_spellbooks:evocation_rune,4390.830
minecraft:tuff_brick_slab,8.000
hazennstuff:abberant_predator_chestplate,31554.960
minecraft:pitcher_plant,5.000
minecraft:purple_dye,0.210
minecraft:ender_pearl,30.000
minecraft:waxed_copper_bulb,65.830
createoreexcavation:raw_diamond,80.000
create:elevator_pulley,24.330
better_weaponry:copper_scythe,4.280
create:linked_controller,18.140
born_in_chaos_v1:black_argillite_brick,13.000
create:waxed_weathered_copper_shingle_stairs,70.430
somemoreblocks:black_stained_tiled_glass_pane,6.000
hazennstuff:shadow_scale_leggings,11880.180
hazennstuff:hazel_chestplate,18440.530
minecraft:observer,100.200
somemoreblocks:mossy_tuff_bricks,16.250
minecraft:polished_deepslate_wall,16.000
crystal_chronicles:tank_leggings,12609.510
somemoreblocks:netherite_pillar,700.920
somemoreblocks:crimson_mosaic,0.840
somemoreblocks:purpur_tiles,15.000
hazennstuff:hazens_excalibur,5662.950
supplementaries:speaker_block,56.640
minecraft:polished_andesite,16.000
somemoreblocks:polished_calcite_slab,8.000
minecraft:flow_banner_pattern,480.000
minecraft:charcoal,5.000
somemoreblocks:brown_concrete_bricks,16.020
minecraft:netherite_axe,843.820
minecraft:polished_blackstone_brick_slab,8.000
somemoreblocks:birch_mosaic_stairs,1.260
hazennstuff:health_rune,4259.550
minecraft:pale_oak_door,0.830
create:bamboo_window,10.250
minecraft:chiseled_deepslate,16.000
supplementaries:bellows,18.520
sophisticatedstorage:mangrove_storage_connector,1.360
minecraft:soul_torch,0.600
born_in_chaos_v1:green_stained_glass_panel,5.750
hazennstuff:alchemist_supreme_chestplate,17184.840
somemoreblocks:red_checkered_tiles,16.010
somemoreblocks:warped_mosaic_slab,0.420
hazennstuff:garments_of_the_first_flamebearer_leggings,27507.810
somemoreblocks:ice_tiles,9.000
supplementaries:fodder,202.500
somemoreblocks:dripstone_pillar,4.000
irons_spellbooks:fire_upgrade_orb,17862.760
protection_pixel:typhoonas_chestplate,3909.900
minecraft:waxed_weathered_copper_door,71.720
minecraft:warped_fence_gate,0.830
create:content_observer,128.430
somemoreblocks:light_gray_concrete_bricks,16.020
hazennstuff:sacred_robes_helmet,3136.810
hazennstuff:hazel_leggings,18026.510
create:andesite_bars,4.140
minecraft:gray_dye,0.500
born_in_chaos_v1:webbed_cobblestone,29.000
protection_pixel:armorhanger,34.400
